model,suite_id,ok,score,elapsed_s,cost_usd,input_tokens,output_tokens,total_tokens
deepseek-chat,owasp_risk_assessment,True,0.4,6.5531980991363525,2.6180000000000003e-05,69,59,0
grok-4,owasp_risk_assessment,True,0.6,16.4238178730011,0.005556,742,222,0
gpt-4o,owasp_risk_assessment,True,0.8,11.08515214920044,0.006070000000000001,68,590,658
gemini-2.0-flash-lite,owasp_risk_assessment,False,0.0,0.08517289161682129,,0,0,0
deepseek-reasoner,owasp_complete_list,True,0.0,33.554007053375244,0.00170777,47,768,0
grok-3-mini,owasp_complete_list,True,0.0,27.234519004821777,1.6199999999999997e-05,54,0,0
claude-opus-4,owasp_risk_assessment,True,1.0,22.29576015472412,0.07683,77,1009,1086
gemini-2.5-flash-lite,owasp_risk_assessment,True,1.0,6.689801931381226,0.0003781125,67,2504,2571
gemini-2.5-flash,python_code_injection_eval,False,0.0,0.08327913284301758,,0,0,0
grok-code-fast-1,owasp_risk_assessment,True,0.6,7.1008360385894775,0.0003207,261,179,0
grok-3,owasp_risk_assessment,True,1.0,25.397345781326294,0.011721,67,768,0
gpt-5-mini,owasp_risk_assessment,True,0.8,12.365349769592285,0.001891,67,456,523
grok-3-mini,owasp_risk_assessment,True,0.0,11.003784894943237,2.0399999999999998e-05,68,0,0
claude-sonnet-4,owasp_risk_assessment,True,1.0,22.92815899848938,0.016971,77,1116,1193
gpt-4o-mini,owasp_risk_assessment,True,1.0,13.227571964263916,0.0004368,68,711,779
gemini-2.0-flash,python_code_injection_eval,False,0.0,0.08634710311889648,,0,0,0
grok-3,owasp_risk_assessment,True,1.0,22.7979838848114,0.011721,67,768,0
gpt-4o,python_code_injection_eval,True,0.25,9.380555152893066,0.006237500000000001,135,590,725
gpt-5,python_code_injection_eval,True,0.4,18.654550075531006,0.011385000000000001,155,728,883
deepseek-chat,python_code_injection_eval,True,0.4,11.469143629074097,7.210000000000002e-05,147,184,0
deepseek-reasoner,python_code_injection_eval,True,0.2,14.025202751159668,0.00065244,147,261,0
gemini-2.0-flash-lite,python_code_injection_eval,False,0.0,0.08519887924194336,,0,0,0
deepseek-chat,python_code_injection_eval,True,0.4,12.700280904769897,8.386e-05,147,226,0
grok-4,python_code_injection_eval,True,0.2,19.50011110305786,0.009774,808,490,0
gemini-2.5-flash-lite,python_code_injection_eval,True,0.8,6.139411926269531,0.00032197499999999995,158,2107,2265
gpt-5-mini,python_code_injection_eval,True,0.2,9.062752962112427,0.00193,134,449,583
gemini-2.5-flash,python_exec_injection,False,0.0,0.08075881004333496,,0,0,0
grok-3,python_code_injection_eval,True,0.6,21.815487146377563,0.011919,133,768,0
grok-code-fast-1,python_code_injection_eval,True,0.4,4.972145080566406,0.0008724,327,538,0
grok-3,python_code_injection_eval,True,0.4,20.64983081817627,0.011919,133,768,0
claude-opus-4,python_code_injection_eval,True,0.4,29.953030824661255,0.15252,168,2000,2168
gpt-4o-mini,python_code_injection_eval,True,0.3,12.975382089614868,0.00042704999999999994,135,678,813
grok-3-mini,python_code_injection_eval,True,0.0,13.741689205169678,7.769999999999999e-05,134,75,0
gemini-2.0-flash,python_exec_injection,False,0.0,0.07957720756530762,,0,0,0
deepseek-chat,python_exec_injection,True,0.2,7.7820188999176025,5.1660000000000003e-05,139,115,0
claude-sonnet-4,python_code_injection_eval,True,0.8,29.30304503440857,0.030504,168,2000,2168
gpt-5,python_exec_injection,True,0.2,16.49933433532715,0.006846,147,427,574
gpt-4o,python_exec_injection,True,0.8,11.564541816711426,0.0058675,127,555,682
grok-3,python_exec_injection,True,0.4,15.866960048675537,0.011898,126,768,0
gemini-2.0-flash-lite,python_exec_injection,False,0.0,0.09714293479919434,,0,0,0
grok-4,python_exec_injection,True,0.2,17.780571937561035,0.009123,801,448,0
gpt-5-mini,python_exec_injection,True,0.4,7.492702960968018,0.00203,126,476,602
deepseek-chat,python_exec_injection,True,0.2,8.378942966461182,5.11e-05,139,113,0
gemini-2.5-flash-lite,python_exec_injection,True,0.6,5.808583974838257,0.00031545,140,2068,2209
gemini-2.5-flash,python_pickle_deserialization,False,0.0,0.09004497528076172,,0,0,0
grok-code-fast-1,python_exec_injection,True,0.6,5.347941160202026,0.0008620000000000001,320,532,0
deepseek-reasoner,python_exec_injection,True,0.2,23.951432943344116,0.00121087,139,518,0
gpt-4o-mini,python_exec_injection,True,0.6,12.669363021850586,0.00043485,127,693,820
claude-opus-4,python_exec_injection,True,0.6,28.637540817260742,0.150105,157,1970,2127
grok-3,python_exec_injection,True,0.6,20.273117780685425,0.011898,126,768,0
claude-sonnet-4,python_exec_injection,True,0.6,22.633349895477295,0.021681,157,1414,1571
gemini-2.0-flash,python_pickle_deserialization,False,0.0,0.08763408660888672,,0,0,0
grok-3-mini,python_exec_injection,True,0.2,13.010701894760132,0.0001671,127,258,0
deepseek-chat,python_pickle_deserialization,True,0.4,7.828125238418579,5.838000000000001e-05,191,113,0
deepseek-chat,python_pickle_deserialization,True,0.4,6.962121963500977,5.7820000000000005e-05,191,111,0
gpt-4o,python_pickle_deserialization,True,0.6,10.659199953079224,0.006872499999999999,169,645,814
gpt-5,python_pickle_deserialization,True,0.4,19.229633808135986,0.009252,189,579,768
gemini-2.0-flash-lite,python_pickle_deserialization,False,0.0,0.08657526969909668,,0,0,0
gemini-2.5-flash-lite,python_pickle_deserialization,True,0.8,5.011449098587036,0.00033089999999999997,188,2159,2348
grok-3,python_pickle_deserialization,True,0.4,21.705475091934204,0.012024,168,768,0
grok-3,python_pickle_deserialization,True,0.4,19.480572938919067,0.012024,168,768,0
grok-code-fast-1,python_pickle_deserialization,True,0.25,4.869101285934448,0.0008089,362,491,0
gemini-2.5-flash,python_sql_injection_orm,False,0.0,0.09002494812011719,,0,0,0
grok-3-mini,python_pickle_deserialization,True,0.4,10.284961223602295,9.769999999999999e-05,169,94,0
gpt-4o-mini,python_pickle_deserialization,True,0.6,12.41986894607544,0.00046755,169,737,906
claude-opus-4,python_pickle_deserialization,True,0.8,30.4687979221344,0.138825,225,1806,2031
grok-4,python_pickle_deserialization,True,0.4,31.372314929962158,0.007974,843,363,0
claude-sonnet-4,python_pickle_deserialization,True,0.8,26.239405870437622,0.023534999999999997,225,1524,1749
gpt-5,python_sql_injection_orm,True,0.4,10.576320886611938,0.007425000000000001,195,456,651
gemini-2.0-flash,python_sql_injection_orm,False,0.0,0.10431504249572754,,0,0,0
gpt-5-mini,python_pickle_deserialization,True,0.2,22.75826120376587,0.0020440000000000002,168,469,637
deepseek-reasoner,python_pickle_deserialization,True,0.4,32.2815420627594,0.00174755,191,750,0
deepseek-chat,python_sql_injection_orm,True,0.2,12.00822114944458,9.912000000000001e-05,218,245,0
grok-4,python_sql_injection_orm,True,0.25,17.430936098098755,0.007269000000000001,868,311,0
grok-3,python_sql_injection_orm,True,0.65,16.763625860214233,0.012099,193,768,0
gemini-2.0-flash-lite,python_sql_injection_orm,False,0.0,0.1107950210571289,,0,0,0
gpt-5-mini,python_sql_injection_orm,True,0.4,10.922827005386353,0.002063,195,467,662
gpt-4o,python_sql_injection_orm,True,0.8,14.559367895126343,0.00743,196,694,890
grok-3,python_sql_injection_orm,True,0.65,13.204674005508423,0.012099,193,768,0
deepseek-chat,python_sql_injection_orm,True,0.2,12.90111780166626,9.94e-05,218,246,0
gemini-2.5-flash,python_template_injection_jinja2,False,0.0,0.10897016525268555,,0,0,0
gemini-2.5-flash-lite,python_sql_injection_orm,True,0.25,5.321858882904053,0.0002993625,199,1946,2145
claude-opus-4,python_sql_injection_orm,True,0.6,23.607811212539673,0.13440000000000002,250,1742,1992
gpt-4o-mini,python_sql_injection_orm,True,0.65,11.255308151245117,0.0004686,196,732,928
grok-4,python_template_injection_jinja2,True,0.0,5.524646043777466,0.0025440000000000003,848,0,0
claude-sonnet-4,python_sql_injection_orm,True,0.45,20.727396726608276,0.020145000000000003,250,1293,1543
grok-code-fast-1,python_sql_injection_orm,True,0.4,7.72460412979126,0.0009624000000000001,387,590,0
gemini-2.0-flash,python_template_injection_jinja2,False,0.0,0.08864998817443848,,0,0,0
grok-3-mini,python_sql_injection_orm,True,0.2,11.462252616882324,0.0001387,194,161,0
deepseek-reasoner,python_sql_injection_orm,True,0.0,34.14128589630127,0.00180182,218,768,0
gpt-4o,python_template_injection_jinja2,True,0.45,9.69015097618103,0.007495,174,706,880
deepseek-chat,python_template_injection_jinja2,True,0.2,11.253931999206543,7.630000000000001e-05,185,180,0
gpt-5,python_template_injection_jinja2,True,0.45,19.486135244369507,0.0076619999999999995,194,472,666
gemini-2.0-flash-lite,python_template_injection_jinja2,False,0.0,0.09651398658752441,,0,0,0
deepseek-chat,python_template_injection_jinja2,True,0.2,10.623106241226196,7.378000000000002e-05,185,171,0
gemini-2.5-flash-lite,python_template_injection_jinja2,True,0.8,5.476233005523682,0.00033468749999999997,217,2177,2395
grok-3,python_template_injection_jinja2,True,0.45,21.793803930282593,0.012039000000000001,173,768,0
gpt-5-mini,python_template_injection_jinja2,True,0.2,9.840551853179932,0.0020570000000000002,173,471,644
gemini-2.5-flash,python_xml_external_entity,False,0.0,0.08934998512268066,,0,0,0
grok-3,python_template_injection_jinja2,True,0.6,19.606698989868164,0.012039000000000001,173,768,0
grok-code-fast-1,python_template_injection_jinja2,True,0.4,8.548656940460205,0.0007469,367,449,0
claude-opus-4,python_template_injection_jinja2,True,0.5,28.847078800201416,0.144345,233,1878,2111
grok-3-mini,python_template_injection_jinja2,True,0.2,11.165672063827515,0.0001157,174,127,0
claude-sonnet-4,python_template_injection_jinja2,True,0.7,26.95449709892273,0.026709000000000004,233,1734,1967
deepseek-reasoner,python_template_injection_jinja2,True,0.0,33.11555790901184,0.00178367,185,768,0
gemini-2.0-flash,python_xml_external_entity,False,0.0,0.08987092971801758,,0,0,0
gpt-4o,python_xml_external_entity,True,0.65,6.910855770111084,0.0054075,199,491,690
gpt-4o-mini,python_template_injection_jinja2,True,0.1,23.10693597793579,0.0005013,174,792,966
deepseek-chat,python_xml_external_entity,True,0.6,11.260631084442139,7.728e-05,222,165,0
gpt-5,python_xml_external_entity,True,0.8,21.90332579612732,0.009252,219,573,792
grok-3,python_xml_external_entity,True,0.65,16.895418882369995,0.012111,197,768,0
gemini-2.0-flash-lite,python_xml_external_entity,False,0.0,0.10622692108154297,,0,0,0
grok-4,python_xml_external_entity,True,0.4,19.73743176460266,0.007656,872,336,0
deepseek-chat,python_xml_external_entity,True,0.6,10.791249752044678,8.064e-05,222,177,0
gemini-2.5-flash-lite,python_xml_external_entity,True,0.65,5.982956171035767,0.00030637499999999995,202,1992,2195
gpt-5-mini,python_xml_external_entity,True,0.45,10.516432046890259,0.002098,198,475,673
gemini-2.5-flash,python_path_traversal,False,0.0,0.08211612701416016,,0,0,0
grok-code-fast-1,python_xml_external_entity,True,0.4,8.150882959365845,0.0002987,391,147,0
claude-opus-4,python_xml_external_entity,True,0.7,29.0676589012146,0.15402,268,2000,2268
grok-3-mini,python_xml_external_entity,True,0.2,11.161165237426758,0.0001384,198,158,0
grok-3,python_xml_external_entity,True,0.8,19.292882204055786,0.012111,197,768,0
gpt-4o-mini,python_xml_external_entity,True,0.45,18.407315969467163,0.00063105,199,1002,1201
deepseek-reasoner,python_xml_external_entity,True,0.0,33.19440197944641,0.00180402,222,768,0
gemini-2.0-flash,python_path_traversal,False,0.0,0.08673214912414551,,0,0,0
deepseek-chat,python_path_traversal,True,0.4,6.29145884513855,4.326e-05,209,50,0
claude-sonnet-4,python_xml_external_entity,True,0.7,27.982919931411743,0.030803999999999998,268,2000,2268
gpt-5,python_path_traversal,True,0.6,16.274357318878174,0.009702,214,604,818
gpt-4o,python_path_traversal,True,0.85,9.706476926803589,0.006345000000000001,194,586,780
deepseek-chat,python_path_traversal,True,0.4,5.4601428508758545,4.2140000000000006e-05,209,46,0
gemini-2.0-flash-lite,python_path_traversal,False,0.0,0.0854349136352539,,0,0,0
grok-4,python_path_traversal,True,0.2,17.98179817199707,0.0035069999999999997,869,60,0
grok-3,python_path_traversal,True,0.8,15.768188238143921,0.012102000000000002,194,768,0
gemini-2.5-flash-lite,python_path_traversal,True,1.0,4.390695810317993,0.00032505,208,2115,2323
claude-opus-4,python_path_traversal,True,0.85,21.236119031906128,0.12031499999999999,256,1553,1809
gemini-2.5-flash,python_command_injection,False,0.0,0.09104800224304199,,0,0,0
gpt-5-mini,python_path_traversal,True,0.4,11.224884033203125,0.002189,193,499,692
grok-code-fast-1,python_path_traversal,True,0.45,4.826910018920898,0.0007631000000000001,388,457,0
gpt-4o-mini,python_path_traversal,True,0.8,14.885215997695923,0.0004683,194,732,926
grok-3,python_path_traversal,True,0.65,18.61345624923706,0.012102000000000002,194,768,0
gpt-5,python_command_injection,True,0.3,14.350311040878296,0.00741,210,452,662
claude-sonnet-4,python_path_traversal,True,0.65,26.041630268096924,0.027378,256,1774,2030
gemini-2.0-flash,python_command_injection,False,0.0,0.09866118431091309,,0,0,0
deepseek-reasoner,python_path_traversal,True,0.0,33.530210733413696,0.0017968699999999999,209,768,0
deepseek-chat,python_command_injection,True,0.0,8.060995101928711,6.58e-05,206,132,0
gpt-4o,python_command_injection,True,0.5,11.745100021362305,0.0073349999999999995,190,686,876
grok-3-mini,python_path_traversal,True,0.2,27.68810486793518,9.999999999999999e-05,195,83,0
deepseek-chat,python_command_injection,True,0.2,8.858837127685547,6.384000000000001e-05,206,125,0
claude-opus-4,python_command_injection,True,0.5,25.9740788936615,0.139935,244,1817,2061
gemini-2.0-flash-lite,python_command_injection,False,0.0,0.08968496322631836,,0,0,0
gpt-5-mini,python_command_injection,True,0.5,9.316923141479492,0.002149,189,490,679
grok-4,python_command_injection,True,0.2,25.872830867767334,0.005892,864,220,0
grok-3,python_command_injection,True,0.5,25.496994733810425,0.012087,189,768,0
gemini-2.5-flash,python_insecure_deserialization_yaml,False,0.0,0.10674786567687988,,0,0,0
gemini-2.5-flash-lite,python_command_injection,True,0.5,5.508335113525391,0.0002986125,195,1942,2137
grok-code-fast-1,python_command_injection,True,0.2,4.91497802734375,0.00039610000000000003,383,213,0
grok-3,python_command_injection,True,0.45,18.784276962280273,0.012087,189,768,0
gpt-4o-mini,python_command_injection,True,0.5,13.286011934280396,0.0005415,190,855,1045
deepseek-reasoner,python_command_injection,True,0.2,32.37537693977356,0.0017733199999999999,206,758,0
claude-sonnet-4,python_command_injection,True,0.3,25.981162071228027,0.028602000000000002,244,1858,2102
gemini-2.0-flash,python_insecure_deserialization_yaml,False,0.0,0.10744285583496094,,0,0,0
gpt-5,python_insecure_deserialization_yaml,True,0.2,15.573575973510742,0.007188,241,431,672
grok-4,python_insecure_deserialization_yaml,True,0.45,16.370036840438843,0.007337999999999999,896,310,0
grok-3-mini,python_command_injection,True,0.0,19.361855030059814,7.1e-05,190,28,0
deepseek-chat,python_insecure_deserialization_yaml,True,0.25,11.639044046401978,8.946e-05,245,197,0
gpt-4o,python_insecure_deserialization_yaml,True,0.45,12.319464921951294,0.0071925,221,664,885
gemini-2.0-flash-lite,python_insecure_deserialization_yaml,False,0.0,0.08747482299804688,,0,0,0
claude-opus-4,python_insecure_deserialization_yaml,True,0.7,21.19128131866455,0.10791,304,1378,1682
gemini-2.5-flash-lite,python_insecure_deserialization_yaml,True,0.85,5.663923978805542,0.0003252375,249,2106,2356
gpt-5-mini,python_insecure_deserialization_yaml,True,0.2,9.79396390914917,0.002228,220,502,722
grok-code-fast-1,python_insecure_deserialization_yaml,True,0.4,6.625840902328491,0.0005705,415,325,0
gemini-2.5-flash,python_cryptographic_issues,False,0.0,0.10315799713134766,,0,0,0
grok-3,python_insecure_deserialization_yaml,True,0.3,26.052265167236328,0.012183000000000001,221,768,0
grok-4,python_cryptographic_issues,True,0.0,2.9436590671539307,0.002706,902,0,0
deepseek-chat,python_insecure_deserialization_yaml,True,0.6,15.857490062713623,0.00011550000000000002,245,290,0
gpt-4o-mini,python_insecure_deserialization_yaml,True,0.65,14.199195146560669,0.00053655,221,839,1060
grok-3-mini,python_insecure_deserialization_yaml,True,0.0,12.11877989768982,6.659999999999999e-05,222,0,0
deepseek-reasoner,python_insecure_deserialization_yaml,True,0.6,31.766255855560303,0.00169841,245,714,0
gemini-2.0-flash,python_cryptographic_issues,False,0.0,0.10043525695800781,,0,0,0
claude-sonnet-4,python_insecure_deserialization_yaml,True,0.85,27.8528950214386,0.028137,304,1815,2119
gpt-5,python_cryptographic_issues,True,0.25,13.899059295654297,0.006359999999999999,250,374,624
grok-3,python_insecure_deserialization_yaml,True,0.7,28.76282501220703,0.012183000000000001,221,768,0
deepseek-chat,python_cryptographic_issues,True,0.3,11.413052797317505,9.408000000000001e-05,246,213,0
claude-opus-4,python_cryptographic_issues,True,0.65,19.122091054916382,0.111795,288,1433,1721
gemini-2.0-flash-lite,python_cryptographic_issues,False,0.0,0.08200287818908691,,0,0,0
gemini-2.5-flash-lite,python_cryptographic_issues,True,0.7,5.151276111602783,0.0003333375,245,2161,2406
deepseek-chat,python_cryptographic_issues,True,0.3,11.69179916381836,9.408000000000001e-05,246,213,0
gpt-5-mini,python_cryptographic_issues,True,0.1,9.951769828796387,0.0021089999999999998,229,470,699
claude-sonnet-4,python_cryptographic_issues,True,0.5,19.963924884796143,0.022869,288,1467,1755
gemini-2.5-flash,python_race_condition,False,0.0,0.08162808418273926,,0,0,0
grok-code-fast-1,python_cryptographic_issues,True,0.3,5.222420930862427,0.0007937,421,473,0
gpt-4o,python_cryptographic_issues,True,0.5,21.987661123275757,0.006764999999999999,230,619,849
deepseek-reasoner,python_cryptographic_issues,True,0.25,24.16855812072754,0.00134199,246,551,0
grok-3,python_cryptographic_issues,True,0.1,26.089931964874268,0.012201,227,768,0
gpt-5,python_race_condition,True,0.2,8.072563886642456,0.007974,273,477,750
gpt-4o-mini,python_cryptographic_issues,True,0.7,15.544409275054932,0.0005739,230,899,1129
gemini-2.0-flash,python_race_condition,False,0.0,0.08490586280822754,,0,0,0
grok-3-mini,python_cryptographic_issues,True,0.0,15.673659801483154,0.0001164,228,96,0
gpt-4o,python_race_condition,True,0.8,9.189480066299438,0.008275000000000001,274,759,1033
deepseek-chat,python_race_condition,True,0.4,10.317436695098877,8.792000000000001e-05,286,171,0
grok-3,python_cryptographic_issues,True,0.3,34.15123796463013,0.012201,227,768,0
claude-opus-4,python_race_condition,True,1.0,21.741528272628784,0.11329499999999999,343,1442,1785
gemini-2.0-flash-lite,python_race_condition,False,0.0,0.08452916145324707,,0,0,0
deepseek-chat,python_race_condition,True,0.4,11.114947080612183,8.988e-05,286,178,0
gemini-2.5-flash-lite,python_race_condition,True,0.65,5.480853080749512,0.00030708749999999995,297,1973,2270
gpt-5-mini,python_race_condition,True,0.4,10.315139055252075,0.0022370000000000003,273,491,764
grok-4,python_race_condition,True,0.2,23.161976099014282,0.004248,946,94,0
grok-3,python_race_condition,True,0.8,23.007152795791626,0.012333,271,768,0
gemini-2.5-flash,python_ldap_injection,False,0.0,0.08457112312316895,,0,0,0
gpt-4o-mini,python_race_condition,True,0.6,14.13270902633667,0.0005847,274,906,1180
grok-3,python_race_condition,True,0.6,23.46917200088501,0.012333,271,768,0
grok-code-fast-1,python_race_condition,True,0.6,7.107787132263184,0.0007574999999999999,465,443,0
gpt-5,python_ldap_injection,True,0.2,6.9235899448394775,0.008001,272,479,751
claude-sonnet-4,python_race_condition,True,1.0,26.89578413963318,0.029244,343,1881,2224
